-204.038 -205 42 -5.14352e-15
-204.038 -201 42 -5.14352e-15
-204.038 -197 42 -5.14352e-15
-204.038 -193 42 -5.14352e-15
-204.038 -189 42 -5.14352e-15
-204.038 -185 42 -5.14352e-15
-204.038 -181 42 -5.14352e-15
-204.038 -177 42 -5.14352e-15
-204.038 -173 42 -5.14352e-15
-204.038 -169 42 -5.14352e-15
-204.038 -165 42 -5.14352e-15
-204.038 -161 42 -5.14352e-15
-204.038 -157 42 -5.14352e-15
-204.038 -153 42 -5.14352e-15
-204.038 -149 42 -5.14352e-15
-204.038 -145 42 -5.14352e-15
-204.038 -141 42 -5.14352e-15
-204.038 -137 42 -5.14352e-15
-204.038 -133 42 -5.14352e-15
-204.038 -129 42 -5.14352e-15
-204.038 -125 42 -5.14352e-15
-204.038 -121 42 -5.14352e-15
-204.038 -117 42 -5.14352e-15
-204.038 -113 42 -5.14352e-15
-204.038 -109 42 -5.14352e-15
-204.038 -105 42 -5.14352e-15
-204.038 -101 42 -5.14352e-15
-204.038 -97 42 -5.14352e-15
-204.038 -93 42 -5.14352e-15
-204.038 -89 42 -5.14352e-15
-204.038 -85 42 -5.14352e-15
-204.038 -81 42 -5.14352e-15
-204.038 -77 42 -5.14352e-15
-204.038 -73 42 -5.14352e-15
-204.038 -69 42 -5.14352e-15
-204.038 -65 42 -5.14352e-15
-204.038 -61 42 -5.14352e-15
-204.038 -57 42 -5.14352e-15
-204.038 -53 42 -5.14352e-15
-204.038 -49 42 -5.14352e-15
-204.038 -45 42 -5.14352e-15
-204.038 -41 42 -5.14352e-15
-204.038 -37 42 -5.14352e-15
-204.038 -33 42 -5.14352e-15
-204.038 -29 42 -5.14352e-15
-204.038 -25 42 -5.14352e-15
-204.038 -21 42 -5.14352e-15
-204.038 -17 42 -5.14352e-15
-204.038 -13 42 -5.14352e-15
-204.038 -9 42 -5.14352e-15
-204.038 -5 42 -5.14352e-15
-204.038 -1 42 -5.14352e-15
-204.038 3 42 -5.14352e-15
-204.038 7 42 -5.14352e-15
-204.038 11 42 -5.14352e-15
-204.038 15 42 -5.14352e-15
-204.038 19 42 -5.14352e-15
-204.038 23 42 -5.14352e-15
-204.038 27 42 -5.14352e-15
-204.038 31 42 -5.14352e-15
-204.038 35 42 -5.14352e-15
-204.038 39 42 -5.14352e-15
-204.038 43 42 -5.14352e-15
-204.038 47 42 -5.14352e-15
-204.038 51 42 -5.14352e-15
-204.038 55 42 -5.14352e-15
-204.038 59 42 -5.14352e-15
-204.038 63 42 -5.14352e-15
-204.038 67 42 -5.14352e-15
-204.038 71 42 -5.14352e-15
-204.038 75 42 -5.14352e-15
-204.038 79 42 -5.14352e-15
-204.038 83 42 -5.14352e-15
-204.038 87 42 -5.14352e-15
